TransactionID,Items
481,"hard cheese, organic products"
482,"butter milk, salt, organic products, liver loaf, chicken, baby cosmetics, cream cheese"
483,"brandy, misc. beverages, salt, butter milk, specialty cheese, baby cosmetics, organic products"
484,"finished products, prosecco"
485,"canned beer, chicken, baby cosmetics, frozen fish, abrasive cleaner, brandy, butter milk"
486,"frozen fish, cream, baby cosmetics, tropical fruit, sparkling wine, processed cheese"
487,"salt, chicken, liver loaf, whipped/sour cream"
488,"butter milk, brandy, syrup, decalcifier, cream, frozen fish"
489,"bottled beer, abrasive cleaner, bags, curd, snack products, syrup, specialty cheese"
490,"chicken, processed cheese, tropical fruit, prosecco, specialty cheese, sparkling wine"
491,"bags, finished products, processed cheese"
492,"tropical fruit, processed cheese, semi-finished bread, cream"
493,"misc. beverages, bottled beer"
494,"hard cheese, snack products"
495,"specialty cheese, prosecco, bags, butter milk"
496,"salt, decalcifier, butter milk"
497,"liver loaf, finished products, chicken, frozen fish, bottled beer, salt, misc. beverages"
498,"sparkling wine, cream"
499,"salt, syrup"
500,"bottled beer, processed cheese, whipped/sour cream"
501,"sparkling wine, baby cosmetics, decalcifier, chicken"
502,"specialty cheese, cream cheese, baby cosmetics"
503,"tropical fruit, abrasive cleaner, bags"
504,"misc. beverages, sparkling wine"
505,"sparkling wine, rice, snack products, canned beer, bottled beer, chicken"
506,"tropical fruit, organic products, specialty cheese, misc. beverages, bottled beer, syrup"
507,"chicken, cream cheese, butter milk, specialty cheese, hard cheese, decalcifier, whipped/sour cream"
508,"hard cheese, liver loaf, chicken, bags"
509,"salt, bottled beer, sparkling wine"
510,"hard cheese, bottled beer, whipped/sour cream, organic products, prosecco, chicken, brandy"
511,"sparkling wine, organic products, specialty cheese, butter milk, rice, snack products, whipped/sour cream"
512,"syrup, prosecco"
513,"specialty cheese, baby cosmetics, frozen potato products"
514,"chicken, liver loaf"
515,"bags, curd"
516,"abrasive cleaner, cream cheese, frozen fish, syrup, decalcifier, cream, processed cheese"
517,"brandy, decalcifier, finished products"
518,"frozen potato products, cream, canned beer"
519,"salt, finished products, frozen fish, cream, canned beer"
520,"bottled beer, whipped/sour cream, semi-finished bread, finished products"
521,"rice, whipped/sour cream, specialty cheese"
522,"finished products, whipped/sour cream, baby cosmetics, bags, syrup, snack products"
523,"finished products, prosecco, decalcifier"
524,"liver loaf, snack products"
525,"liver loaf, butter milk, processed cheese, cream cheese, prosecco, canned beer, rice"
526,"cream, specialty cheese"
527,"butter milk, canned beer"
528,"decalcifier, brandy, salt, organic products, snack products, sparkling wine, canned beer"
529,"canned beer, tropical fruit, snack products"
530,"cream cheese, sparkling wine, cream, frozen potato products, whipped/sour cream, canned beer"
531,"curd, processed cheese"
532,"frozen potato products, finished products, sparkling wine, organic products"
533,"salt, finished products, decalcifier, chicken, cream cheese"
534,"rice, chicken, bottled beer, sparkling wine, processed cheese, canned beer"
535,"rice, abrasive cleaner"
536,"hard cheese, sparkling wine, bottled beer, processed cheese"
537,"liver loaf, snack products, decalcifier, abrasive cleaner, frozen fish"
538,"syrup, rice, decalcifier, bottled beer, specialty cheese, butter milk"
539,"frozen fish, decalcifier, frozen potato products, sparkling wine, curd, tropical fruit, cream"
540,"sparkling wine, finished products, tropical fruit, canned beer, whipped/sour cream, semi-finished bread"
541,"snack products, salt, rice"
542,"brandy, whipped/sour cream, frozen potato products, canned beer"
543,"semi-finished bread, misc. beverages, frozen fish, finished products, snack products, baby cosmetics"
544,"chicken, butter milk, bottled beer, hard cheese, processed cheese, abrasive cleaner, sparkling wine"
545,"curd, organic products, misc. beverages"
546,"snack products, semi-finished bread"
547,"organic products, decalcifier, whipped/sour cream, liver loaf, bags, syrup, rice"
548,"whipped/sour cream, bottled beer, abrasive cleaner, salt, liver loaf, brandy"
549,"organic products, snack products, misc. beverages, specialty cheese"
550,"butter milk, canned beer"
551,"liver loaf, frozen potato products, tropical fruit, rice, sparkling wine, butter milk"
552,"finished products, processed cheese, brandy, abrasive cleaner, canned beer, sparkling wine"
553,"snack products, hard cheese, prosecco"
554,"curd, cream, sparkling wine, semi-finished bread"
555,"frozen potato products, semi-finished bread, decalcifier, finished products, misc. beverages, sparkling wine, frozen fish"
556,"snack products, specialty cheese, rice, tropical fruit, bottled beer, semi-finished bread"
557,"frozen potato products, semi-finished bread, finished products, curd, bags, liver loaf, chicken"
558,"rice, butter milk, bags, frozen potato products, chicken"
559,"syrup, semi-finished bread, abrasive cleaner"
560,"cream cheese, abrasive cleaner, syrup, liver loaf"
561,"canned beer, hard cheese, misc. beverages, snack products, cream, organic products, bags"
562,"baby cosmetics, whipped/sour cream, hard cheese, snack products, misc. beverages"
563,"frozen potato products, finished products, hard cheese, whipped/sour cream, canned beer, sparkling wine, syrup"
564,"brandy, tropical fruit, processed cheese, salt, frozen potato products, cream"
565,"liver loaf, butter milk, prosecco, cream, semi-finished bread, tropical fruit"
566,"frozen fish, canned beer, cream cheese, bottled beer, curd, liver loaf"
567,"rice, salt, snack products, curd"
568,"brandy, cream, syrup, finished products, misc. beverages, semi-finished bread"
569,"sparkling wine, semi-finished bread, chicken, decalcifier, frozen potato products, abrasive cleaner, specialty cheese"
570,"curd, misc. beverages"
571,"snack products, chicken, baby cosmetics"
572,"snack products, rice, frozen fish, prosecco, butter milk, cream cheese, misc. beverages"
573,"decalcifier, brandy, specialty cheese"
574,"liver loaf, rice"
575,"specialty cheese, butter milk, baby cosmetics"
576,"rice, abrasive cleaner, hard cheese"
577,"whipped/sour cream, canned beer, syrup, frozen potato products"
578,"frozen potato products, snack products, rice, brandy, baby cosmetics"
579,"finished products, hard cheese, frozen fish, semi-finished bread"
580,"whipped/sour cream, semi-finished bread, baby cosmetics, prosecco, curd, liver loaf, hard cheese"
581,"hard cheese, butter milk, specialty cheese, brandy, finished products"
582,"canned beer, baby cosmetics, frozen potato products, syrup"
583,"bags, abrasive cleaner, finished products, curd, baby cosmetics"
584,"whipped/sour cream, cream cheese, snack products, decalcifier, specialty cheese, chicken"
585,"chicken, curd"
586,"rice, salt, cream"
587,"frozen potato products, finished products, cream, misc. beverages"
588,"specialty cheese, semi-finished bread, frozen fish, hard cheese, organic products"
589,"sparkling wine, chicken, bags, syrup"
590,"cream cheese, cream, misc. beverages, rice, whipped/sour cream"
591,"baby cosmetics, bottled beer, whipped/sour cream, bags, frozen fish, processed cheese, sparkling wine"
592,"misc. beverages, cream cheese, organic products, liver loaf, curd, specialty cheese"
593,"organic products, specialty cheese"
594,"processed cheese, bags, canned beer, frozen fish, whipped/sour cream, organic products"
595,"finished products, decalcifier, snack products, salt, butter milk"
596,"curd, sparkling wine, tropical fruit, abrasive cleaner, misc. beverages, specialty cheese"
597,"organic products, liver loaf, semi-finished bread, cream, frozen fish, tropical fruit"
598,"organic products, misc. beverages, abrasive cleaner, snack products"
599,"brandy, tropical fruit, semi-finished bread"
600,"processed cheese, snack products, misc. beverages, canned beer"
601,"chicken, frozen potato products, baby cosmetics, abrasive cleaner, misc. beverages, processed cheese"
602,"canned beer, finished products, frozen potato products, hard cheese, brandy"
603,"bottled beer, syrup, sparkling wine, cream cheese"
604,"whipped/sour cream, finished products, snack products"
605,"cream cheese, liver loaf, snack products, salt, decalcifier"
606,"sparkling wine, rice"
607,"semi-finished bread, rice, misc. beverages, bottled beer, bags"
608,"bags, misc. beverages, decalcifier, frozen fish"
609,"baby cosmetics, salt, specialty cheese, semi-finished bread, sparkling wine"
610,"syrup, prosecco, organic products, cream cheese, bags, bottled beer"
611,"canned beer, liver loaf"
612,"frozen fish, frozen potato products"
613,"finished products, whipped/sour cream, baby cosmetics, decalcifier, misc. beverages, salt"
614,"organic products, syrup, rice"
615,"sparkling wine, syrup"
616,"prosecco, hard cheese, baby cosmetics, syrup, bottled beer"
617,"tropical fruit, whipped/sour cream, organic products, specialty cheese, finished products"
618,"rice, syrup"
619,"liver loaf, bags, specialty cheese, snack products, processed cheese, baby cosmetics"
620,"specialty cheese, tropical fruit, misc. beverages, snack products, butter milk, finished products, bags"
621,"processed cheese, misc. beverages, abrasive cleaner, frozen potato products, sparkling wine, chicken"
622,"liver loaf, tropical fruit, snack products, syrup, organic products, prosecco"
623,"bags, butter milk, finished products, frozen fish, decalcifier, brandy"
624,"processed cheese, bottled beer, decalcifier"
625,"rice, syrup, organic products, bottled beer, decalcifier"
626,"misc. beverages, semi-finished bread, butter milk, prosecco, chicken"
627,"hard cheese, canned beer, cream, sparkling wine"
628,"sparkling wine, prosecco, butter milk"
629,"misc. beverages, hard cheese, processed cheese"
630,"butter milk, whipped/sour cream, brandy, snack products, processed cheese, curd, baby cosmetics"
631,"organic products, whipped/sour cream, liver loaf"
632,"organic products, specialty cheese, liver loaf, prosecco"
633,"specialty cheese, hard cheese, prosecco, tropical fruit, bags"
634,"cream cheese, decalcifier, syrup, hard cheese, salt"
635,"hard cheese, chicken, whipped/sour cream, organic products, syrup, tropical fruit"
636,"chicken, hard cheese, bags"
637,"semi-finished bread, frozen fish, cream cheese, snack products, butter milk"
638,"frozen potato products, specialty cheese"
639,"prosecco, specialty cheese, hard cheese, bottled beer, decalcifier, whipped/sour cream"
640,"whipped/sour cream, hard cheese, cream cheese, organic products, canned beer, salt"
641,"snack products, bottled beer, salt, whipped/sour cream"
642,"sparkling wine, butter milk, cream cheese"
643,"bottled beer, salt"
644,"processed cheese, baby cosmetics"
645,"liver loaf, canned beer, chicken, sparkling wine, rice, butter milk"
646,"misc. beverages, frozen potato products, frozen fish"
647,"liver loaf, frozen potato products, decalcifier, curd"
648,"semi-finished bread, tropical fruit, bottled beer"
649,"butter milk, decalcifier, frozen fish, curd, canned beer"
650,"semi-finished bread, decalcifier, chicken, processed cheese"
651,"butter milk, hard cheese, rice, salt, chicken, frozen potato products, organic products"
652,"organic products, decalcifier"
653,"semi-finished bread, brandy, abrasive cleaner"
654,"bags, baby cosmetics, canned beer, prosecco, snack products, finished products, processed cheese"
655,"bags, prosecco"
656,"frozen potato products, brandy"
657,"decalcifier, sparkling wine, cream cheese, semi-finished bread, prosecco, rice"
658,"frozen fish, liver loaf, curd, decalcifier"
659,"cream, sparkling wine, specialty cheese, whipped/sour cream, processed cheese, liver loaf"
660,"abrasive cleaner, rice, baby cosmetics, specialty cheese, butter milk, snack products, salt"
661,"processed cheese, bottled beer, chicken, cream"
662,"misc. beverages, canned beer"
663,"tropical fruit, curd, brandy, bags, organic products"
664,"organic products, abrasive cleaner, processed cheese, specialty cheese, canned beer, semi-finished bread, rice"
665,"prosecco, brandy, rice, cream cheese"
666,"bags, bottled beer, semi-finished bread, curd, snack products, syrup, sparkling wine"
667,"hard cheese, rice, abrasive cleaner, brandy, frozen fish"
668,"abrasive cleaner, bottled beer, sparkling wine, processed cheese"
669,"whipped/sour cream, syrup"
670,"bags, bottled beer, rice"
671,"canned beer, baby cosmetics, cream cheese, butter milk, decalcifier, frozen fish"
672,"cream, whipped/sour cream, tropical fruit"
673,"salt, prosecco, frozen potato products, misc. beverages"
674,"baby cosmetics, liver loaf, decalcifier"
675,"salt, curd, misc. beverages, chicken, baby cosmetics, rice, butter milk"
676,"abrasive cleaner, salt, chicken"
677,"butter milk, canned beer"
